tmdbId,keywords_list
9540,nurse|sex|based on novel|bondage|obsession|nudity|sadism|sadomasochism
31503,zombie|hen|graveyard|strapped down
11773,suicide|england|based on novel|parent child relationship|youngster|parish|village|car crash
30202,evil child
22345,baby|genius|toddler|baby geniuses
1567,rage and hate|misanthrope|monologue|incest overtones|unsimulated sex|new french extremism
1641,cataclysm|airplane|single|travel|wedding|storm|extramarital affair|woman director
47288,musical|king|school teacher|siam
10212,winter|cliff|cooking|cave|nudity|chase|fort|army
10354,journalist|death penalty|death row|doomed man|ambition|recovering alcoholic
11526,prison|musical|music|concert|getaway car|escape|music band|woman director
8583,venice|inquisition|beauty|courtesan|16th century
16520,temple|prime minister|letter|bangkok|palace|widow|musical|buddha
16508,journalism|dance|daydream|friendship|pollution|cartoon|number in title|kids and family
11374,tv show|tv station|simulated reality |reality tv|tv star|tv ratings
16379,undercover|drug traffic|based on tv series
125123,yorkshire|love|friends
28029,adultery|woodstock|1960s
603,saving the world|artificial intelligence|man vs machine|philosophy|prophecy|martial arts|self sacrifice|fight
4951,shakespeare|sister|high school|cannabis|deception|teen movie|shrew|archery
65749,dancer|tango|musical|love
8970,new york|travel|misfortune
9840,factory worker|coma|soulmates|flat|shortage of money|female friendship|friendship
30950,london england|liar|compromise|nude model
11660,london england|robbery|burglar|prosecution|thief|independent film|writer|stranger
9430,ecstasy|drug dealing|drug|reference to family circus|high|bisexual man|multiple storylines
11355,chicago|journalist|newspaper|undercover|entrapment|kiss|nerd|high school
18764,mistaken identity|martial arts master|pianist|twins|grand piano|concert pianist
9465,suicide|mississippi|small town|suspicion of murder|theatre milieu|theatre director
1414,suicide|love at first sight|brother sister relationship|becoming an adult|love of one's life|first time|pilot|scandinavia
49981,corruption|prostitute|sex|detective|assassin|infidelity|nudity|fraud
6522,mississippi|racist|bootlegging|criminal|life imprisonment
114719,
10209,hippie|culture clash|morocco|arabian|lover|sister|independent film
1902,love triangle|madrid|love of one's life|ladykiller|face operation|fall from skyscraper|virtual reality|life extension
6396,punk|independent film|redneck|salt lake city|hospital|breaking the fourth wall|bromance
39964,restaurant|neighbor|dog|ring
12596,competition|airport|air controller|adversary
9451,jealousy|infidelity|vandalism|museum|motel|graduation|scandal|ambition
1946,video game|hacker|bodyguard|pop star|virtual reality|dystopia|virtual fight
1844,london england|new year's eve|skyscraper|burglar|distrust|undercover|blackmail|nudity
6552,teenager|attic|knitting needle|noise complaint|crawling hand|angel costume|trowel|bass guitarist
24584,gay|coming out|high school|based on play or musical|coming of age|britain|lgbt child
25471,china|deception|street performer|master and student
4154,poetry|prostitute|vietnam|leprosy|flower girl|song|daughter|post war life
28519,court case|british|lawyer|20th century
3309,beach|infidelity|restaurant|promise|romance|melodrama|singing|girl
18462,post-apocalyptic|comet|end of the world
18252,time travel|dinosaur|science
8592,corruption|crime fighter|gangster boss|investigation|based on comic|policeman
564,library|secret passage|cairo|egypt|pastor|pyramid|sandstorm|solar eclipse
13852,underdog|airport|court case|australian|family history|australia|court|cult comedy
25232,illinois|father|independent film|ireland
33194,female nudity|rape|woman director
10210,shakespeare|fairy|lover|promise|luck|puck
17962,grandmother grandson relationship|cloud|airplane|heaven|bell|teenage girl|memory|old man
9460,library|martial arts|bookshop|chinese mafia|police|mafia boss|masked hero
4927,gay|ohio|homosexuality|independent film|coming of age|summer|gay man|amusement park
122190,
1893,prophecy|senate|queen|taskmaster|galaxy|apprentice|taxes|space opera
31342,love letter|misunderstanding
44297,composer|love|jail|gift|pianist|english
95627,collections|loan shark|actor
15849,egypt|virgin|museum|mummy|incantation|reincarnation|resurrection|buried alive
18990,mummy|swamp|princess|remake|nursing home|hammer horror|tomb|ancient egypt
29242,monster|mummy|louisiana|swamp|sequel|ancient religion|reincarnated princess|ancient curse
29243,small town|mummy|swamp|revenge|police detective|high priest|college student|ancient religion
31498,egypt|monster|mummy|buried alive|murder|curse|archaeologist|high priest
29239,egypt|monster|mummy|princess|sequel|revenge|murder|high priest
15660,ax|biography|sociopath|lawyer|mansion|docudrama|perfection|adopted child
1924,saving the world|journalist|dc comics|crime fighter|nuclear missile|galaxy|superhero|based on comic
8536,saving the world|dc comics|sequel|superhero|based on comic|loss of virginity|criminal|super powers
9531,saving the world|dc comics|super computer|identity crisis|loss of powers|sequel|superhero|based on comic
11411,saving the world|dc comics|mountain|nuclear missile|u.s. army|alter ego|sequel|superhero
138,transylvania|based on novel|monster|castle|vampire|dracula|spider|count
3103,dracula|frankenstein
3035,fire|monster|experiment|frankenstein|laboratory|mad doctor|girl|classic horror
3077,frankenstein|classic horror
3074,frankenstein
3076,moon|gypsy|cemetery|monster|frankenstein|sequel|werewolf|child murder
3079,experiment|brain|guillotine|frankenstein|remake|revenge|murder|suspense
32023,sheriff|cemetery|monster|coffin|grave|vampire|voodoo|dracula
13666,gypsy|fortune teller|shotgun|wolf|amulet|full moon|beautiful woman|good vs evil
29794,transylvania|female nudity|based on novel|monster|wolf|nudity|blood splatter|sequel
9077,monster|experiment|giant spider|deformation|laboratory|giant monster|scientist|desert
36685,transvestism|transylvania|sex|marriage proposal|time warp|castle|musical|undressing
30168,film making|narration|b movie
10785,pilot|flying saucer|base|arctic|alien invasion
19483,small town|spacecraft|arizona|alien life-form|mind control|meteorite|astronomer
8974,lasergun|space marine|dystopia|space invasion|alien invasion
11549,based on novel|victim|dystopia|delusion|alien|doctor|patient|alien invasion
17918,dc comics|based on comic|cult director|swamp thing
37305,war|korean war
18784,submarine|world war ii|pacific theater
509,london england|bookshop|birthday|new love|film maker|paparazzi|press conference|wheelchair
1090,artificial intelligence|simulation|computer program|virtual reality|dystopia|murder|los angeles
24858,independent film
15059,
12117,prison|gorilla|research|instinct|murder|psychologist
11779,cuba|music|son (musikstil)|havanna|independent film|music band
41730,bomb|fire|fbi|quarantine|independent film|water park|bonfire|explosives
13533,dream|gathering|independent film|space opera
62676,
817,saving the world|moon|submarine|clone|spy|cia|showdown|android
14283,auction|violin
37135,gorilla|baby|adoption|feral child|nest|animation|jungle|camp
2275,suicide|detective|based on novel|bondage|general|paranoia|nudity|u.s. army
68426,
24137,
10376,ocean|ship|pianistin|child prodigy|fondling
104,berlin|casino|nun|red hair|running|homeless person|supermarket|ambulance
15800,pop culture|fan culture|documentary|science fiction|space opera|fan convention|fandom
9032,bachelor|law|vomit|syracuse university|law school|young boy|politically incorrect|wetting pants
9421,fool|tax inspector
55955,pakistani|love|cab driver
6488,small town|outbreak|exterminator|spider bite|creature feature|spider queen|animal attack|spiders
9473,gay|mount rushmore national memorial|swear word|hell|world supremacy|elementary school|saddam hussein|blood splatter
8487,steampunk|based on tv series|steam locomotive|drag
10279,distrust|intolerance|punk rock|italian american|summer|bigotry|bronx
2767,prison|homeless person|subway|fireworks|tramp|self-inflicted injury|snow
2105,graduation|innocence|coming of age|teenager|high school student|pie|teen comedy|teenage sexuality
1073,bomb|terrorist|fbi|professor|paranoia|college|wife|politics
10239,women|southern france|widow|lonely hearts ad|friendship|wine|winegrower|french countryside
10208,puppet|the muppets
2667,witch|voodoo|legend|sorcery|maryland|forest|footage|horror
345,life and death|sexual obsession|free love|heterosexual|christmas party|eroticism|orgy|masked ball
9825,diving|sheriff|lake|crocodile|deputy|paleontologist|cow|maine
16158,
133575,
620,mythology|loser|marshmallow|slime|supernatural powers|nerd|environmental protection agency|hybrid
2978,slime|ghostbuster|product placement|reincarnation|painting|crude humor|scream|single mother
10490,minnesota|mother role|beauty contest|girl from the province|hicktown|evil mother|mother daughter relationship|envy
11618,based on novel|trauma|castle|haunted house|insomnia|bone|poster|painting
332,gadget
1812,gay|drag queen|screenwriter|one-night stand|stripper|independent film|gay relationship|new york city
8914,shark attack|shark|alzheimer's disease|killer shark|no opening credits
9824,bowling|hostage|sphinx|training|insane asylum|tools|frankenstein|casanova
4806,small town|self-discovery|just married|reporter|wedding|relationship
33430,independent film
247,corruption|adultery|robbery|horse race|wife husband relationship|secret|way of life|sniper
10056,new york|woman between two men|hoodlum
967,gladiator|roman empire|gladiator fight|slavery|insurgence|ancient rome|torture|ancient world
802,sexual obsession|hotel|depression|loss of mother|small town|flirt|midlife crisis|eroticism
3175,palace|british army|fencing|epic|debt|ireland|british soldier|seven years war
147,fondling|independent film|nouvelle vague|skipping school|mise en scene|fingerprinting| mugshot|strict teacher
1628,prostitute|adultery|based on novel|jealousy|musician|french|marriage|friendship
21185,psychokinesis|psychic power|incan
11120,paradise|living together|power|governance|exit|idealism|honduras|idealist
10136,monk|social worker|wretch|tibet|demon|evil|missing person|mysticism
32060,
48259,sister sister relationship|reunion
873,prison|africa|southern usa|rape|black people|sister sister relationship|jazz|violent father
26789,sex|louisiana|vigilante|revenge|murder|violence|neo-noir
11416,christianity|mission|colonisation|south america|spanish|18th century|indigenous peoples|assimilation
10776,flower|solar eclipse|florist|assistant|plant|success|aggression by plant|investigation
24452,aggression by plant|killer plant|man eating plant
9710,brother brother relationship|africa|riddle|gold|treasure|treasure hunt|goldmine|archaeologist
31924,blackout|alcohol abuse
30890,beach|taxi driver|world war ii|radio|coney island|independent film|working class|binoculars
24081,
20242,
39074,cheating wife|hitchcockian
66194,witch|cemetery|monster|babysitter|fairy tale|independent film|surprise ending|impalement
2115,brother sister relationship|cleveland|musical|rock|cancer|mother daughter relationship|conflict
3526,wrong accusal|biography|insanity|evil mother|based on true story|psychiatric hospital|hollywood|wrongful imprisonment
41166,
16406,richard nixon|watergate|the white house
10386,cold war|friendship|giant robot|sitting on a toilet|fear of unknown|1950s|laxative
745,child abuse|sense of guilt|loss of child|confidence|psychology|dying and death|marriage crisis|afterlife
913,martinique|claude monet|famous painting|glider|insurance agent|missing painting|stolen painting|valuable painting
912,in love with enemy|hold-up robbery|boredom|insurance salesman|business man|insurance fraud|plan|heist
67323,
91076,playwright|critic|theater
19457,corruption|subway|infiltration|criminal
11353,film producer|film director|movie studio|hollywood|filmmaking|movie actress
17707,holiday|prison|thailand|drug|injustice
9781,parent child relationship|kiss|independent film|youth|drug|detroit
18212,female nudity|transsexuality|canada|eroticism|coming out|music|lesbian relationship|lesbian
