tmdbId,director,top_cast
862,John Lasseter,Tom Hanks|Tim Allen|Don Rickles
48233,Santosh Sivan,Ayesha Dharker|K. Krishna|Vishwas
10236,Sydney Pollack,Barbra Streisand|Robert Redford|Bradford Dillman
632,Billy Wilder,William Holden|Don Taylor|Otto Preminger
11851,Peter Hyams,Sean Connery|Mark Harmon|Meg Ryan
5924,Franklin J. Schaffner,Steve McQueen|Dustin Hoffman|Victor Jory
33734,George Sidney,Frank Sinatra|Kim Novak|Rita Hayworth
14886,Hal Ashby,Jack Nicholson|Otis Young|Randy Quaid
26617,Bob Rafelson,Jack Nicholson|Susan Anspach|Karen Black
11900,Werner Herzog,Helmut Döring|Paul Glauer|Gisela Hertwig
10493,Phillip Noyce,Nicole Kidman|Sam Neill|Billy Zane
16241,Franklin J. Schaffner,Gregory Peck|Laurence Olivier|James Mason
27632,Mario Bava,Barbara Steele|John Richardson|Ivo Garrani
22160,Taylor Hackford,Jeff Bridges|Rachel Ward|James Woods
4460,Henry King,Gregory Peck|Susan Hayward|Ava Gardner
9644,Gene Quintano,Emilio Estevez|Samuel L. Jackson|Jon Lovitz
13342,Amy Heckerling,Sean Penn|Jennifer Jason Leigh|Judge Reinhold
35119,Fred Schepisi,Meryl Streep|Sam Neill|Dale Reeves
14919,Bruce Timm,Kevin Conroy|Mark Hamill|Dana Delany
14040,John Badham,Kevin Costner|David Marshall Grant|Rae Dawn Chong
17343,Jesús Franco,Soledad Miranda|Ewa Strömberg|Dennis Price
22692,William A. Wellman,Janet Gaynor|Fredric March|Adolphe Menjou
47620,Todd Haynes,Edith Meeks|Millie White|Buck Smith
2990,John Schlesinger,Melanie Griffith|Matthew Modine|Michael Keaton
10831,Peter Greenaway,Anthony Higgins|Janet Suzman|Dave Hill
33078,Peter Greenaway,Frances Barber|Joss Ackland|Brian Deacon
16672,Hiroshi Teshigahara,Eiji Okada|Kyoko Kishida|Ginzô Sekiguchi
10472,Kris Isacsson,Freddie Prinze Jr.|Julia Stiles|Selma Blair
32600,Buster Keaton,Buster Keaton|T. Roy Barnes|Snitz Edwards
13005,Art Linson,Bill Murray|Peter Boyle|Bruno Kirby
18681,Stephan Elliott,Ewan McGregor|Ashley Judd|Patrick Bergin
75531,Andrew Bergman,Bette Midler|Nathan Lane|Stockard Channing
20468,Kevin Allen,Craig Ferguson|David Rasche|Mary McCormack
14521,Khyentse Norbu,Orgyen Tobgyal|Neten Chokling|Jamyang Lodro
10406,Les Mayfield,Sean Astin|Brendan Fraser|Pauly Shore
14741,Herbert Ross,Richard Dreyfuss|Marsha Mason|Quinn Cummings
32015,Mikhail Kalatozov,Sergio Corrieri|Luz María Collazo|José Gallardo
1883,Spike Lee,Denzel Washington|Angela Bassett|Albert Hall
2005,Emile Ardolino,Whoopi Goldberg|Maggie Smith|Kathy Najimy
6279,Bill Duke,Whoopi Goldberg|Kathy Najimy|James Coburn
11087,Curtis Hanson,Annabella Sciorra|Rebecca De Mornay|Matt McCoy
7305,Frank Marshall,Ethan Hawke|Vincent Spano|Josh Hamilton
24735,Norman Jewison,Jane Fonda|Anne Bancroft|Meg Tilly
9475,Martin Brest,Al Pacino|Chris O'Donnell|James Rebhorn
8872,Penelope Spheeris,Mike Myers|Dana Carvey|Rob Lowe
8873,Stephen Surjik,Mike Myers|Dana Carvey|Christopher Walken
11287,Penny Marshall,Tom Hanks|Geena Davis|Madonna
9869,Phillip Noyce,Harrison Ford|Anne Archer|Patrick Bergin
619,Mick Jackson,Whitney Houston|Kevin Costner|Michele Lamar Richards
9374,Robert Zemeckis,Meryl Streep|Bruce Willis|Goldie Hawn
11259,Ron Howard,Tom Cruise|Nicole Kidman|Thomas Gibson
8293,James Ivory,Vanessa Redgrave|Helena Bonham Carter|Emma Thompson
11068,Cameron Crowe,Bridget Fonda|Campbell Scott|Kyra Sedgwick
1923,David Lynch,Sheryl Lee|Ray Wise|Mädchen Amick
10158,Ron Shelton,Wesley Snipes|Woody Harrelson|Rosie Perez
10206,Fran Rubel Kuzui,Kristy Swanson|Donald Sutherland|Paul Reubens
11782,John Woo,Chow Yun-fat|Tony Leung Chiu-Wai|Anthony Wong
10086,Benoît Poelvoorde,Benoît Poelvoorde|Rémy Belvaux|André Bonzel
9367,Robert Rodriguez,Carlos Gallardo|Jaime de Hoyos|Peter Marquardt
9876,Roger Spottiswoode,Sylvester Stallone|Estelle Getty|JoBeth Williams
10326,Steve Miner,Mel Gibson|Jamie Lee Curtis|Elijah Wood
16562,Paul Michael Glaser,D. B. Sweeney|Moira Kelly|Roy Dotrice
9609,Gary Sinise,John Malkovich|Gary Sinise|Ray Walston
12143,Abel Ferrara,Harvey Keitel|Victor Argo|Frankie Thorn
4234,Wes Craven,David Arquette|Neve Campbell|Courteney Cox
9605,Barbet Schroeder,Bridget Fonda|Jennifer Jason Leigh|Steven Weber
8374,Troy Duffy,Willem Dafoe|Norman Reedus|Sean Patrick Flanery
29076,Eric Blakeney,Sandra Bullock|Liam Neeson|Oliver Platt
113096,Susan Muska,
106837,Richard Spence,Rupert Graves|Steven Mackintosh|Miriam Margolyes
27841,Anthony Harvey,George C. Scott|Joanne Woodward|Jack Gilford
1907,Danny Boyle,Leonardo DiCaprio|Guillaume Canet|Tilda Swinton
15489,Chris Koch,Chevy Chase|Chris Elliott|Jean Smart
15655,Jun Falkenstein,Jim Cummings|Nikita Hopkins|Ken Sansom
36210,Zhang Yimou,Minzhi Wei|Huike Zhang|Zhenda Tian
22342,Joseph H. Lewis,Cornel Wilde|Jean Wallace|Brian Donlevy
30062,Tobe Hooper,Neville Brand|Mel Ferrer|Carolyn Jones
25934,James Clavell,Sidney Poitier|Suzy Kendall|Christian Roberts
14181,Ben Younger,Giovanni Ribisi|Vin Diesel|Nia Long
10385,Diane Keaton,Meg Ryan|Diane Keaton|Lisa Kudrow
2787,David Twohy,Vin Diesel|Radha Mitchell|Cole Hauser
2069,Jonathan Lynn,Bruce Willis|Matthew Perry|Rosanna Arquette
61416,Jasmin Dizdar,Charlotte Coleman|Charles Kay|Rosalind Ayres
79515,Steven Okazaki,
14839,Paul Schrader,Richard Pryor|Harvey Keitel|Yaphet Kotto
28978,Charlie Chaplin,Charlie Chaplin|Al Ernest Garcia|Merna Kennedy
901,Charlie Chaplin,Charlie Chaplin|Virginia Cherrill|Florence Lee
25010,Garry Marshall,Matt Dillon|Héctor Elizondo|Molly McCarthy
36208,Charlie Chaplin,Charlie Chaplin|Edna Purviance|Dave Anderson
10098,Charlie Chaplin,Charlie Chaplin|Jackie Coogan|Edna Purviance
33374,Michael Miller,Gerrit Graham|Michael Lerner|Misty Rowe
43368,Felix E. Feist,Kirk Douglas|Eve Miller|Patrice Wymore
2155,John Frankenheimer,Ben Affleck|Gary Sinise|Charlize Theron
11004,Curtis Hanson,Michael Douglas|Tobey Maguire|Frances McDormand
25212,Rod Lurie,Kevin Pollak|Timothy Hutton|Sheryl Lee Ralph
139,Søren Kragh-Jacobsen,Anders W. Berthelsen|Iben Hjejle|Jesper Asholt
25166,Nick Gomez,Danny DeVito|Bette Midler|Neve Campbell
1831,John Schlesinger,Madonna|Rupert Everett|Benjamin Bratt
10416,Mike Nichols,Garry Shandling|Annette Bening|John Goodman
14271,Barry W. Blaustein,Mick Foley|Terry Funk|Vince McMahon
4816,Jim Jarmusch,Forest Whitaker|Cliff Gorman|Tricia Vessey
19958,John Duigan,Noah Taylor|Loene Carmen|Ben Mendelsohn
28569,Elia Kazan,Natalie Wood|Warren Beatty|Pat Hingle
2193,George Bowers,Caren Kaye|Matt Lattanzi|Kevin McCarthy
11016,John Huston,Humphrey Bogart|Edward G. Robinson|Lauren Bacall
20423,Al Reinert,Jim Lovell|Russell Schweickart|Eugene Cernan
10839,Sam Peckinpah,James Coburn|Maximilian Schell|James Mason
36489,Edward D. Wood Jr.,Bela Lugosi|Tony McCoy|Tor Johnson
24481,George Cukor,Judy Holliday|Broderick Crawford|William Holden
11296,Alan Parker,Matthew Modine|Nicolas Cage|John Harkins
61651,Roger Vadim,Rebecca De Mornay|Vincent Spano|Frank Langella
28172,Herschell Gordon Lewis,William Kerwin|Mal Arnold|Connie Mason
14280,Carroll Ballard,Charles Martin Smith|Zachary Ittimangnaq|Samson Jorah
149687,George Marshall,Betty Hutton|John Lund|Billy De Wolfe
29478,Daniel Petrie,Sidney Poitier|Claudia McNeil|Ruby Dee
28177,Herschell Gordon Lewis,Connie Mason|William Kerwin|Jeffrey Allen
2067,Brian De Palma,Gary Sinise|Tim Robbins|Don Cheadle
622,Roman Polanski,Johnny Depp|Frank Langella|Lena Olin
28463,Régis Wargnier,Catherine Deneuve|Sandrine Bonnaire|Oleg Menshikov
12186,Albert Brooks,Albert Brooks|Meryl Streep|Rip Torn
20283,Peter Yates,Dennis Quaid|Daniel Stern|Jackie Earle Haley
5693,David Anspaugh,Gene Hackman|Barbara Hershey|Dennis Hopper
287,Ron Shelton,Kevin Costner|Susan Sarandon|Tim Robbins
968,Sidney Lumet,Al Pacino|John Cazale|Charles Durning
838,George Lucas,Richard Dreyfuss|Ron Howard|Paul Le Mat
16958,John Huston,Sterling Hayden|Louis Calhern|Jean Hagen
3114,John Ford,John Wayne|Jeffrey Hunter|Vera Miles
12501,William Wyler,Gregory Peck|Jean Simmons|Carroll Baker
31618,Costa-Gavras,Debra Winger|Tom Berenger|John Heard
42232,Hal Ashby,David Carradine|Ronny Cox|Melinda Dillon
22178,Fritz Lang,Brian Donlevy|Walter Brennan|Anna Lee
35412,Stanley Kramer,Gregory Peck|Ava Gardner|Fred Astaire
43463,Anthony Mann,John Ireland|Sheila Ryan|Hugh Beaumont
8333,Joseph Sargent,Walter Matthau|Robert Shaw|Martin Balsam
19259,Nicholas Meyer,Tom Hanks|John Candy|Rita Wilson
820,Oliver Stone,Kevin Costner|Tommy Lee Jones|Gary Oldman
11718,Paul Flaherty,John Candy|Jeffrey Jones|Annie Potts
8989,William Dear,John Lithgow|Melinda Dillon|Margaret Langrick
58048,Jim Goddard,Madonna|Sean Penn|Paul Freeman
26827,James Foley,Madonna|Griffin Dunne|Bibi Besch
11157,Susan Seidelman,Meryl Streep|Ed Begley Jr.|Linda Hunt
28370,Tom McLoughlin,Michael E. Knight|Phoebe Cates|Emmanuelle Béart
918,Blake Edwards,Kim Basinger|Bruce Willis|John Larroquette
61178,Robert Benton,Jeff Bridges|Kim Basinger|Rip Torn
11176,James Frawley,Jim Henson|Frank Oz|Jerry Nelson
14900,Jim Henson,Jim Henson|Frank Oz|Dave Goelz
11899,Frank Oz,Jim Henson|Frank Oz|Dave Goelz
36536,Ken Kwapis,Waylon Jennings|Sandra Bernhard|John Candy
18890,Simon Wells,John Goodman|Jay Leno|Walter Cronkite
19736,Bill L. Norton,William Katt|Sean Young|Patrick McGoohan
123047,John Irvin,Glenda Jackson|Ben Kingsley|Michael Gambon
16535,Jean Negulesco,Clifton Webb|Barbara Stanwyck|Robert Wagner
10971,Roy Ward Baker,Kenneth More|Ronald Allen|Robert Ayres
23928,Raoul Walsh,Gregory Peck|Virginia Mayo|Robert Beatty
462,Steven Soderbergh,Julia Roberts|Albert Finney|Aaron Eckhart
9532,James Wong,Devon Sawa|Ali Larter|Kerr Smith
2383,Jean-Jacques Annaud,Tchéky Karyo|Jack Wallace|André Lacombe
53879,Henry King,William Holden|Jennifer Jones|Torin Thatcher
1396,Andrei Tarkovsky,Margarita Terekhova|Oleg Yankovskiy|Alla Demidova
11570,Robert Siodmak,Burt Lancaster|Nick Cravat|Eva Bartok
1541,Ridley Scott,Susan Sarandon|Geena Davis|Harvey Keitel
17443,Norman Jewison,Al Pacino|Jack Warden|John Forsythe
8469,John Landis,John Belushi|Tim Matheson|John Vernon
27995,Spike Lee,Tracy Camilla Johns|Tommy Redmond Hicks|John Canada Terrell
36739,Spike Lee,Samuel L. Jackson|Laurence Fishburne|Giancarlo Esposito
925,Spike Lee,Danny Aiello|Ossie Davis|Ruby Dee
41823,Spike Lee,Denzel Washington|Spike Lee|Wesley Snipes
1713,Spike Lee,Spike Lee|Annabella Sciorra|Ruby Dee
26170,Don Siegel,Clint Eastwood|Lee J. Cobb|Susan Clark
30547,Franco Zeffirelli,Jon Voight|Faye Dunaway|Ricky Schroder
54825,Nick Park,
13939,Michael Winner,Charles Bronson|Hope Lange|Vincent Gardenia
14373,Michael Winner,Charles Bronson|Jill Ireland|Vincent Gardenia
24873,Michael Winner,Charles Bronson|Deborah Raffin|Ed Lauter
34746,Allan A. Goldstein,Charles Bronson|Lesley-Anne Down|Michael Parks
996,Billy Wilder,Fred MacMurray|Barbara Stanwyck|Edward G. Robinson
9079,Joel Schumacher,Julia Roberts|Campbell Scott|Vincent D'Onofrio
1496,David Kellogg,Vanilla Ice|Kristin Minter|Naomi Campbell
1498,Steve Barron,Judith Hoag|Elias Koteas|Josh Pais
1497,Michael Pressman,Paige Turco|David Warner|Michelan Sisti
1499,Stuart Gillard,Paige Turco|Stuart Wilson|Sab Shimono
1880,John Milius,Patrick Swayze|C. Thomas Howell|Lea Thompson
33762,Paul Michael Glaser,Stephen Lang|Lauren Holly|John Cameron Mitchell
11690,Newt Arnold,Jean-Claude Van Damme|Bolo Yeung|Roy Chiao
29143,Irvin Kershner,Faye Dunaway|Tommy Lee Jones|Brad Dourif
35292,Peter Chelsom,Jerry Lewis|Oliver Platt|Lee Evans
36652,Sidney Franklin,Paul Muni|Luise Rainer|Walter Connolly
801,Barry Levinson,Robin Williams|Forest Whitaker|Tung Thanh Tran
104301,Leonard Nimoy,Diane Keaton|Liam Neeson|Jason Robards
11520,Donald Petrie,Jack Lemmon|Walter Matthau|Ann-Margret
1879,Stanley Kramer,Spencer Tracy|Sidney Poitier|Katharine Hepburn
2085,Andrzej Bartkowiak,Jet Li|Aaliyah|Isaiah Washington
13539,Mark Piznarski,Leelee Sobieski|Chris Klein|Josh Hartnett
16222,David Raynr,Jodi Lyn O'Keefe|Shane West|Marla Sokoloff
17078,Majid Majidi,Hossein Mahjoub|Mohsen Ramezani|Salameh Feyzi
37722,Keith Gordon,Billy Crudup|Jennifer Connelly|Paul Hipp
33516,Ken Russell,Gabriel Byrne|Julian Sands|Natasha Richardson
99008,Jean Yarbrough,Ferlin Husky|Joi Lansing|Don Bowman
9960,Peter Brook,James Aubrey|Tom Chapin|Hugh Edwards
3082,Charlie Chaplin,Charlie Chaplin|Paulette Goddard|Henry Bergman
49338,Rafal Zielinski,Corey Feldman|Corey Haim|Demetra Hampton
52961,Blake Edwards,Jack Lemmon|Julie Andrews|Sally Kellerman
12187,Ron Underwood,Robert Downey Jr.|Charles Grodin|Kyra Sedgwick
24748,Martin Ritt,Paul Newman|Melvyn Douglas|Patricia Neal
990,Robert Rossen,Paul Newman|Jackie Gleason|Piper Laurie
1908,Stanley Kramer,Spencer Tracy|Fredric March|Gene Kelly
9764,Akira Kurosawa,Yuriy Solomin|Maksim Munzuk|Aleksandr Pyatkov
840,Steven Spielberg,Richard Dreyfuss|François Truffaut|Teri Garr
26689,Louis Morneau,Jim Belushi|Kylie Travis|Shannon Whirry
25673,George Stevens,Montgomery Clift|Elizabeth Taylor|Shelley Winters
2291,Adrian Lyne,Tim Robbins|Elizabeth Peña|Danny Aiello
13531,Allan Moyle,Anthony LaPaglia|Debi Mazar|Maxwell Caulfield
16620,Luis Valdez,Lou Diamond Phillips|Danielle von Zerneck|Elizabeth Peña
526,Richard Donner,Matthew Broderick|Rutger Hauer|Michelle Pfeiffer
13346,David Seltzer,Corey Haim|Kerri Green|Charlie Sheen
243,Stephen Frears,John Cusack|Iben Hjejle|Todd Louiso
10501,Don Michael Paul,Kenneth Branagh|Kevin Kline|Rosie Perez
11478,Rob Cohen,Joshua Jackson|Paul Walker|Hill Harper
6644,Howard Hawks,John Wayne|Robert Mitchum|James Caan
879,Steven Spielberg,Robin Williams|Dustin Hoffman|Julia Roberts
32613,Eugenio Martín,Christopher Lee|Peter Cushing|Telly Savalas
39406,David Beaird,Deborah Foreman|Sam J. Jones|Howard Hesseman
85689,George Fitzmaurice,Rudolph Valentino|Vilma Banky|George Fawcett
17529,Henry Hathaway,John Wayne|Kim Darby|Jeremy Slate
40841,Abbe Wool,John Doe|Adam Horovitz|David Carradine
118098,John Schlesinger,Shirley MacLaine|Peggy Ashcroft|Twiggy
1793,Herbert Ross,Marsha Mason|Jason Robards|Charley Lau
11327,Alan Parker,Brad Davis|Irene Miracle|Bo Hopkins
1700,Rob Reiner,James Caan|Kathy Bates|Richard Farnsworth
54087,Billy Crystal,Billy Crystal|David Paymer|Julie Warner
34322,Martin Ritt,Sally Field|James Garner|Brian Kerwin
41659,Bruce Joel Rubin,Michael Keaton|Nicole Kidman|Bradley Whitford
593,Andrei Tarkovsky,Donatas Banionis|Natalya Bondarchuk|Jüri Järvet
10774,Sidney Lumet,Faye Dunaway|William Holden|Peter Finch
10083,Roger Donaldson,Kevin Costner|Gene Hackman|Sean Young
29786,Ted Kotcheff,Nick Nolte|Mac Davis|Charles Durning
11356,Gene Saks,Jack Lemmon|Walter Matthau|John Fiedler
10747,Clint Eastwood,Clint Eastwood|Chief Dan George|Sondra Locke
38809,James Toback,Robert Downey Jr.|Scott Caan|Stacy Edwards
10559,Gregory Hoblit,Dennis Quaid|Jim Caviezel|Andre Braugher
20697,Brian Robbins,David Arquette|Scott Caan|Oliver Platt
2621,Bonnie Hunt,David Duchovny|Minnie Driver|Carroll O'Connor
10479,William Friedkin,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce
49721,Pip Karmel,Rachel Griffiths|David Roberts|Sandy Winton
2006,Richard Quine,James Stewart|Kim Novak|Jack Lemmon
46625,Wim Wenders,Bill Pullman|Andie MacDowell|Gabriel Byrne
17339,Guy Hamilton,Harrison Ford|Robert Shaw|Barbara Bach
26879,William Asher,Annette Funicello|Dwayne Hickman|Brian Donlevy
11305,Jim Jarmusch,Masatoshi Nagase|Youki Kudoh|Joe Strummer
48211,Giuliano Montaldo,Gian Maria Volonté|Riccardo Cucciolla|Cyril Cusack
13665,Steve Gordon,Dudley Moore|Liza Minnelli|John Gielgud
12309,Neal Israel,Tom Hanks|Tawny Kitaen|Adrian Zmed
1552,Ron Howard,Steve Martin|Mary Steenburgen|Dianne Wiest
106,John McTiernan,Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo
10333,Barbra Streisand,Nick Nolte|Barbra Streisand|Blythe Danner
11027,Bob Rafelson,Jack Nicholson|Jessica Lange|John Colicos
123757,Jon Jost,Emmanuelle Chaulet|Stephen Lack|Katherine Bean
10468,Betty Thomas,Sandra Bullock|Viggo Mortensen|Dominic West
1359,Mary Harron,Christian Bale|Willem Dafoe|Jared Leto
4967,Edward Norton,Ben Stiller|Edward Norton|Jenna Elfman
31776,Marek Kanievska,Paul Newman|Linda Fiorentino|Dermot Mulroney
10557,Damien O'Donnell,Om Puri|Linda Bassett|Ian Aspinall
27745,Julien Temple,John Lydon|Steve Jones|Paul Cook
19214,Alain Berliner,William Fichtner|Demi Moore|Eloise Eonnet
13776,Barry Levinson,Steve Guttenberg|Daniel Stern|Mickey Rourke
26291,Bobcat Goldthwait,Bobcat Goldthwait|Julie Brown|Robin Williams
10784,Bob Fosse,Liza Minnelli|Michael York|Helmut Griem
10242,Robert Aldrich,Bette Davis|Joan Crawford|Victor Buono
27857,Stephen Frears,Gary Oldman|Alfred Molina|Vanessa Redgrave
16347,Morton DaCosta,Rosalind Russell|Forrest Tucker|Coral Browne
4825,Joseph L. Mankiewicz,Marlon Brando|Jean Simmons|Frank Sinatra
11654,Tony Scott,Catherine Deneuve|David Bowie|Susan Sarandon
10518,John Schlesinger,Dustin Hoffman|Laurence Olivier|Roy Scheider
11977,Harold Ramis,Chevy Chase|Rodney Dangerfield|Ted Knight
18041,Davis Guggenheim,Joshua Jackson|James Marsden|Kate Hudson
14736,Gina Prince-Bythewood,"Chris Warren, Jr.|Kyla Pratt|Sanaa Lathan"
3536,Jonathan Mostow,Matthew McConaughey|Bill Paxton|Harvey Keitel
1443,Sofia Coppola,James Woods|Kathleen Turner|Kirsten Dunst
10424,Bruce Robinson,Andy García|Lance Henriksen|Uma Thurman
28971,Charlie Chaplin,Charlie Chaplin|Claire Bloom|Nigel Bruce
49096,Nagisa Ōshima,Tatsuya Fuji|Kazuko Yoshiyuki|Takahiro Tamura
9456,Bharat Nalluri,Eric Mabius|Kirsten Dunst|William Atherton
889,Brian Levant,Mark Addy|Stephen Baldwin|Kristen Johnston
10564,Matt Williams,Natalie Portman|Ashley Judd|Stockard Channing
15723,John Swanbeck,Kevin Spacey|Danny DeVito|Peter Facinelli
19600,Bruno Barreto,Amy Irving|Antônio Fagundes|Alexandre Borges
125537,Kevin Jordan,Derick Martini|Amy Hathaway|Steven Martini
452,Lars von Trier,Bodil Jørgensen|Jens Albinus|Anne Louise Hassing
36234,Mike Figgis,Xander Berkeley|Golden Brooks|Saffron Burrows
39283,Adam Simon,Diane Ladd|Raphael Sbarge|Jennifer Runyon
65460,Louis Morneau,John Savage|Cliff De Young|Don Stroud
55667,Jonathan Winfrey,Scott Valentine|Janet Gunn|Rick Dean
31978,John Keitel,Daniel Chilson|Niklaus Lange|Don Handfield
12476,Jack Sholder,Kyle MacLachlan|Michael Nouri|Claudia Christian
5241,Zalman King,Sherilyn Fenn|Richard Tyson|Louise Fletcher
98,Ridley Scott,Russell Crowe|Joaquin Phoenix|Connie Nielsen
21311,Hugh Hudson,Kim Basinger|Vincent Pérez|Liam Aiken
47724,Philip Haas,Kristin Scott Thomas|Sean Penn|Anne Bancroft
11129,Justin Kerrigan,John Simm|Danny Dyer|Lorraine Pilkington
1058,Jim McBride,Richard Gere|Valérie Kaprisky|Art Metrano
16395,Dario Argento,Leigh McCloskey|Irene Miracle|Alida Valli
50627,Bob Rafelson,Jack Nicholson|Bruce Dern|Ellen Burstyn
38925,Martin Davidson,Perry King|Sylvester Stallone|Henry Winkler
13105,Stan Dragoti,Michael Keaton|Teri Garr|Fred Koehler
5491,Roger Christian,John Travolta|Barry Pepper|Forest Whitaker
10560,Nicholas Hytner,Amanda Schull|Zoe Saldana|Susan May Pratt
19419,Scott Alexander,Norm Macdonald|Dave Chappelle|Danny DeVito
10688,Michael Almereyda,Ethan Hawke|Kyle MacLachlan|Diane Venora
17889,George Sidney,Frank Sinatra|Kathryn Grayson|Gene Kelly
18228,Norman Taurog,Elvis Presley|Joan Blackman|Angela Lansbury
18642,Norman Taurog,Elvis Presley|Juliet Prowse|Robert Ivers
39391,Mervyn LeRoy,Natalie Wood|Rosalind Russell|Karl Malden
18644,Michael Curtiz,Elvis Presley|Carolyn Jones|Walter Matthau
31516,Stanley Donen,Gene Kelly|Frank Sinatra|Jules Munshin
5683,Tim Burton,Paul Reubens|E.G. Daily|Mark Holton
113279,Barbara Sonneborn,
14906,William Roberts,José Oliveira|Fred Shields|Pinto Colvig
16176,Bryan Forbes,Gemma Craven|Margaret Lockwood|Michael Hordern
52770,David Mamet,Don Ameche|Joe Mantegna|Robert Prosky
12518,Andrew Bergman,Nicolas Cage|James Caan|Sarah Jessica Parker
10567,Ralph Zondag,D. B. Sweeney|Alfre Woodard|Ossie Davis
10642,Amy Heckerling,Jason Biggs|Mena Suvari|Zak Orth
9285,Todd Phillips,Breckin Meyer|Seann William Scott|Amy Smart
10569,Woody Allen,Woody Allen|Carolyn Saxon|Tracey Ullman
21879,Floyd Mutrux,Robert Wuhl|Tony Danza|Fran Drescher
98502,Bart Freundlich,Blythe Danner|James Le Gros|Julianne Moore
21484,Andrzej Żuławski,Isabelle Adjani|Sam Neill|Margit Carstensen
24918,Mel Brooks,Ron Moody|Frank Langella|Dom DeLuise
955,John Woo,Tom Cruise|Dougray Scott|Thandie Newton
8584,Tom Dey,Jackie Chan|Owen Wilson|Lucy Liu
11332,Peter Greenaway,John Standing|Matthew Delamere|Vivian Wu
16093,Herk Harvey,Candace Hilligoss|Frances Feist|Sidney Berger
29372,David Miller,John Wayne|John Carroll|Anna Lee
962,Charlie Chaplin,Charlie Chaplin|Georgia Hale|Mack Swain
30588,Charlie Chaplin,Charlie Chaplin|Mady Correll|Allison Roddan
668,Peter R. Hunt,George Lazenby|Diana Rigg|Telly Savalas
23518,John Frankenheimer,Burt Lancaster|Kirk Douglas|Fredric March
691,Lewis Gilbert,Roger Moore|Barbara Bach|Curd Jürgens
44018,Agnès Varda,Sandrine Bonnaire|Macha Méril|Stéphane Freiss
698,Lewis Gilbert,Roger Moore|Lois Chiles|Michael Lonsdale
682,Guy Hamilton,Roger Moore|Christopher Lee|Britt Ekland
28973,Charlie Chaplin,Charlie Chaplin|Maxine Audley|Jerry Desmonde
22994,Edward Ludwig,John Wayne|Susan Hayward|Dennis O'Keefe
9600,Raja Gosnell,Martin Lawrence|Nia Long|Paul Giamatti
2768,Paul Schrader,Richard Gere|Lauren Hutton|Judith Ransdell
21,Bruce Brown,Michael Hynson|Robert August|Lord 'Tally Ho' Blears
10911,J. Lee Thompson,Gregory Peck|David Niven|Anthony Quinn
10102,Marco Ferreri,Marcello Mastroianni|Ugo Tognazzi|Michel Piccoli
30308,Douglas Sirk,George Sanders|Lucille Ball|Charles Coburn
38688,Albert Lewin,James Mason|Ava Gardner|Nigel Patrick
26912,Roy Ward Baker,James Donald|Andrew Keir|Barbara Shelley
26278,Val Guest,Brian Donlevy|John Longden|Sid James
26953,David Schmoeller,Paul Le Mat|William Hickey|Irene Miracle
26954,Dave Allen,Elizabeth Maclellan|Collin Bernsen|Steve Welles
26956,David DeCoteau,Guy Rolfe|Richard Lynch|Ian Abercrombie
26957,Jeff Burr,Gordon Currie|Chandra West|Ash Adams
